comment,date,sentiment,Positivo,Negativo,Neutro
SUCK IT MAGA IDIOTS!! AHAHAH!!,2020-11-07T19:05:56Z,-1,0,1,0
Who is here because biden won???,2020-11-07T19:00:54Z,1,1,0,0
Worst day in the us,2020-11-07T18:58:13Z,-1,0,1,0
"when he won  american people elect him, 4 year later when america kick his ass from presidency ,sore loser say  its a fraud i wont leave the worst president i ever see.",2020-11-07T18:54:47Z,-1,0,1,0
bi den: by then,2020-11-07T18:51:21Z,1,1,0,0
So long great leader! See ya later mate 🖐 😂🤣,2020-11-07T18:43:26Z,1,1,0,0
Oooooooooooooo this aged poorly,2020-11-07T18:25:42Z,-1,0,1,0
My how the tables have turned. Trump supporters. Do you wanna talk about it?,2020-11-07T18:21:21Z,-1,0,1,0
WHOS HERE FROM BIDEN W,2020-11-07T18:19:57Z,1,1,0,0
whos here after trump loses the 2020 AND BIDEN WONNNN,2020-11-07T18:19:22Z,-1,0,1,0
One of the greatest and most inspirational stories in American history,2020-11-07T18:16:00Z,1,1,0,0
Who here after Biden won💙💙 #Biden2020,2020-11-07T18:08:15Z,1,1,0,0
"TRUMP DEFEATED THIS YEAR!
His supporters are 💩pooping💩 their pants!",2020-11-07T17:58:51Z,-1,0,1,0
Ahhhh The Trump Kingdom has crumbled the American has spoken Goodbye to these traitors of the United states,2020-11-07T17:52:36Z,-1,0,1,0
Hillary showed Donald how to handle defeat.,2020-11-07T17:49:13Z,-1,0,1,0
4 YEARS LATER JOE BIDEN DEFEATS DONALD TRUMP!!! 🤣🤣🤣🤣🤣,2020-11-07T17:35:17Z,0,0,0,1
Who is here after Joe Biden won? 😂,2020-11-07T17:29:08Z,1,1,0,0
Aaaaaaaaaaannnnnnnnd.......it's over !!!!!! 🤣🤣🤣🤣🤣🤣,2020-11-07T17:23:48Z,0,0,0,1
Lmao this didn't age well,2020-11-07T17:15:10Z,1,1,0,0
im just here to compare this mess to joe bidens victory. Bless,2020-11-07T17:14:48Z,1,1,0,0
who’s watching this after biden won,2020-11-07T17:10:37Z,1,1,0,0
And your gone,2020-11-07T17:07:30Z,-1,0,1,0
Whos here after biden won,2020-11-07T17:04:48Z,1,1,0,0
America need win again!,2020-11-07T17:04:02Z,-1,0,1,0
You are fired.,2020-11-07T16:58:09Z,-1,0,1,0
Who’s here after Biden won 😹😹,2020-11-07T16:45:34Z,1,1,0,0
*YOU ABOUT TO LOSE YO JOB*,2020-11-07T16:43:35Z,-1,0,1,0
Whos here after biden won,2020-11-07T16:37:04Z,1,1,0,0
"This is the unfaithful world, how quickly time changes ..",2020-11-07T13:02:58Z,-1,0,1,0
What a sad man..... cause America became the laughing stock of the whole wide world because of this narcissistic and super conceited non fit leader......now it boils down to you losing the 2020 election and now the whole world rejoices,2020-11-07T12:39:05Z,-1,0,1,0
"Hey Trump supporters, watch this to feel good, because we got a new president! #Biden2020",2020-11-07T11:24:25Z,1,1,0,0
HAHAHAHA,2020-11-07T09:46:20Z,1,1,0,0
Who watching this during the 2020 election?,2020-11-07T05:58:07Z,1,1,0,0
Who’s watching this after he lost the elections to Joe Biden?,2020-11-07T05:28:50Z,-1,0,1,0
"How’s that American dream going for everyone? Oh, that’s right, it’s damn near dead, just like the 240,000 people that died of Covid on his watch, just like his dreams of a second term. I’m not one to hate any political party as a whole. We all have different values, and that’s okay. I value your values - whoever you are. What gets me about Trump is that he lies and spreads misinformation like nobody else I’ve ever seen. He talks out of his ass 100x more than he talks from the heart. And, when he doesn’t get what he wants, he acts like a toddler rather than the grown ass man, the grown ass president that he is (for the next free weeks). He was his own undoing.",2020-11-07T05:23:01Z,-1,0,1,0
The worst person to be president ever.,2020-11-07T04:16:34Z,-1,0,1,0
Thank god we only had this fucking clown for 4 years. Elect a clown and you get a circus.,2020-11-07T02:54:16Z,0,0,0,1
Who is the army supporting? Are the generals prepared to send in the troops to preserve the integrity of the election?,2020-11-07T02:36:27Z,1,1,0,0
Do President Trump's supporters have any plans to violently attack vote counting centres in states won by Biden? Why or why not?,2020-11-07T02:34:17Z,1,1,0,0
"This speech was Trump pivoting to be presidential then the next day virtually, the  Dems basically started Russia Gate. Thank god for Twitter so MSM couldnt filter everything.",2020-11-07T02:14:57Z,1,1,0,0
The country should elect someone based on popular vote,2020-11-07T00:47:59Z,-1,0,1,0
Che schifo,2020-11-06T23:51:42Z,-1,0,1,0
And four years later he has falsely claimed victory and pouting the fact he’ll lose 😂😂,2020-11-06T22:26:03Z,-1,0,1,0
Barron just wants to go home and play Xbox,2020-11-06T22:13:21Z,-1,0,1,0
a winner no more,2020-11-06T22:07:36Z,1,1,0,0
Bye bye,2020-11-06T19:15:56Z,1,1,0,0
"Who's here in 2020 where Biden is smoking him





Edit: SMOKED TF OUTTA HIM",2020-11-06T19:14:50Z,1,1,0,0
😭😭😭😭😭,2020-11-06T14:51:57Z,0,0,0,1
F,2020-11-06T14:37:22Z,-1,0,1,0
Trump did not win yet,2020-11-06T13:01:12Z,-1,0,1,0
Loser.,2020-11-06T12:17:18Z,-1,0,1,0
His speeches suck ass never gave me the chills,2020-11-06T12:08:59Z,-1,0,1,0
"He didn't win, he's  still far behind vice president Biden in electoral  votes.",2020-11-06T09:26:52Z,0,0,0,1
he will win! 2020! have hope,2020-11-06T08:46:16Z,0,0,0,1
Who else watching after his loss,2020-11-06T08:12:25Z,-1,0,1,0
All the clowns together 😂,2020-11-06T05:43:00Z,1,1,0,0
Cant wait to see joe biden kick trump outta the office in a few days ☺️☺️☺️💙💙,2020-11-06T04:58:46Z,1,1,0,0
This like a boxer celebrating victory after winning round one.,2020-11-06T02:49:20Z,1,1,0,0
This was a real stolen victory due to Russia interference. How irony!,2020-11-06T01:55:02Z,-1,0,1,0
What a joke.,2020-11-06T01:22:18Z,0,0,0,1
Take me back,2020-11-05T23:04:40Z,1,1,0,0
This political system is a mess. And the society is getting there,2020-11-05T22:32:38Z,-1,0,1,0
Oh if we only knew what was coming next,2020-11-05T22:29:20Z,-1,0,1,0
I wonder how his concession speech will be if he needs to make one in a few days.,2020-11-05T21:59:49Z,-1,0,1,0
It so sad now to look back at it.,2020-11-05T21:26:13Z,-1,0,1,0
Here after the 2020 election. It’s amazing how much the world has changed since this,2020-11-05T19:29:09Z,1,1,0,0
Should have never happened,2020-11-05T19:00:45Z,-1,0,1,0
"TRUMP, si gana pence nos lleva quien nos trajo",2020-11-05T18:03:50Z,1,1,0,0
BIDEN!!!!!,2020-11-05T09:49:22Z,1,1,0,0
"Winner of pinch of sarrow .
Lots of happiness love prosperty.
Hum honge kamyaab.",2020-11-05T07:28:35Z,1,1,0,0
"This is like I have winning speech i should read it .. i declared myself winner .. 
hahahahhahaa",2020-11-05T06:49:24Z,1,1,0,0
Is Trump's yougest son a special child? looks like one though ..,2020-11-05T06:42:09Z,-1,0,1,0
Study showed that majority of mail in ballots favored Biden because his supporters  knew where to place the stamp. 😋,2020-11-05T04:52:58Z,-1,0,1,0
"If Trump loses will I have to hand in my white privilege card?
😋 I never leave home without it 💳",2020-11-05T04:47:53Z,-1,0,1,0
I'm getting really nervous rn guys it's still possible but I'm scared,2020-11-05T04:31:17Z,-1,0,1,0
#piginawig trump.... the oven in which you cooked for 9 months is the real fraud.... this is call a democracy... and the only thing that should be re counted are your brain cells and the many narcissistic fungicide cells you have.,2020-11-05T02:39:59Z,1,1,0,0
I came here for a good laugh and got one 🤣,2020-11-05T02:12:38Z,1,1,0,0
I hope the Rock becomes President,2020-11-05T01:03:44Z,1,1,0,0
Who is watching This in 2020 Joey Biden 💙,2020-11-05T01:01:21Z,1,1,0,0
"Just watching this again and poor Barron, he looks like he is gonna throw up from anxiety and no one is comforting him. 🥺",2020-11-04T22:59:41Z,-1,0,1,0
"AND YOU LOST, AND YOU LOST, AND YOU LOST,",2020-11-04T22:54:47Z,-1,0,1,0
This did not age well... 😭,2020-11-04T21:55:29Z,-1,0,1,0
The dumbest president ever,2020-11-04T21:49:32Z,-1,0,1,0
"Well, See ya later....",2020-11-04T20:32:29Z,1,1,0,0
You forgot what you said,2020-11-04T20:16:07Z,-1,0,1,0
FU*CK TRUMP 🤢🤮❌,2020-11-04T19:54:05Z,-1,0,1,0
2:30 Did he just say Karen? 😂,2020-11-04T18:08:59Z,1,1,0,0
Imagine watching this live in 2016. You would have to watch him for 4 more years...,2020-11-04T18:07:51Z,1,1,0,0
"This is the great win of President Trump 
중국의 장난질이 너무 심하네요. 민주주의의를 해치는 중국은 벌받아야 합니다!!!",2020-11-04T16:46:09Z,1,1,0,0
"he is a bad person, but i remember respecting him at the time for what he said about hillary at the start",2020-11-04T16:22:24Z,-1,0,1,0
His family ungly,2020-11-04T05:09:09Z,1,1,0,0
I farted         👆ago,2020-11-04T04:49:27Z,-1,0,1,0
"""GOD IS GOOD ALL THE TIME"" Let HIS Trumphet Sound again for the next Four Years.",2020-11-04T04:36:07Z,1,1,0,0
his son dosent look happy or whatever,2020-11-04T04:12:12Z,-1,0,1,0
It’s November 3rd. Hopefully there will be a second victory speech!,2020-11-04T03:40:07Z,1,1,0,0
"NOTE: On 10/07/2020, an EDP Criminal, Computer HACKER, has Repeatedly Deleted my Comments (QTY = 500) to SUPPORT TRUMP & PENCE Presidential Campaign Videos, for 4 more years. Please STOP your DIRTY POLITICAL TRICKS! We (ALL Political Parties: Red, Blue & Other Colors), need FUNDS, and WORK TOGETHER Everywhere,  to Pay some Bills, Donations, Gifts, Celebrations, Burials, etc ... Presidential Election Date 11/03/2020.

USA PRESIDENTIAL TRUMP & PENCE TEAM For 2021 To 2025:

The WORD of GOD, Romans 13:01 says, ""Everyone must submit to Governing Authorities.  For ALL AUTHORITY comes from GOD, and those in Positions of AUTHORITY, have been Placed there by GOD"". Amen.

The USA needs and wants a PRESIDENTIAL TEAM & LEADERSHIP which will HELP our INNOCENT USA CITIZENS, to Pay for their DAILY COST of LIVING EXPENSES such as 'SHELTER, TRANSPORTATION, INSURANCES, CLOTHING, FOOD, HEALTH, etc ....'  Those who are AVAILABLE & CAN WORK, need to be EMPLOYED for INCOME, to PAY for their Cost of Living Expenses.

THANKS to President TRUMP & Vice President PENCE for Supporting & Approving Various Types of STIMULUS PAYMENTS, with many TRILLIONS of USA Dollars (since 01/2020), and The USA WORKERS for EMPLOYMENT.  EVERYONE, please VOTE 4 MORE YEARS (From 01/2021 To 01/2025) for TRUMP & PENCE TEAM, who CARES FINANCIALLY about Each Family Unit, in The USA, and abroad.

In the Year 2009, soon after The Presidential Team Inauguration Ceremony, the Former President OBAMA & Vice President BIDEN, Surprised USA, by Announcement & Implementation of FREEZING ALL SOCIAL SECURITY INCOMES for the following 4 Years (48 months), from 01/2009 to 01/2013, which CAUSED FINANCIAL HARDSHIPS, on ALL Social Security Income Recipients to PAY for their Daily Cost of Living such as:  Shelter (Home Loans, Rental Payments); Transportation (Car Loans, Bus Fares, Plane Tickets, Taxi Fares, Fares for Ferries / Ships, Toll Fees, etc ...), Food & Drinks, Clothing, Medications,
Children Expenses, Insurances, etc ...  Please DON'T Do That!

GOD Bless USA & Other Countries. In GOD We Trust. Amen.

GOD's Glory Forever /
Myanmar-A-Hla (The Beauty of Myanmar),
Miss Lois Jane Teresa Lee @
Myint Myint Yee @
Lee Wren Aha Ngwe (Moonbeams)

Phone: (740) 322-3601
Email Address: ljtlee003@terpalum.umd.edu, OR, MyanmarAHla@gmail.com
Mailing Address: P O Box 105, Newark, OH. 43058-0105, USA.

Date:  11/03/2020 @ 10:30 pm (EST, USA).",2020-11-04T03:17:28Z,1,1,0,0
"He won, in my opinion, because people did not want Hillary Clinton. He did not have to mention about people who did not vote for him. Right off the bat this was uncalled for.",2020-11-04T02:12:56Z,1,1,0,0
Trump better win the 2020 elections,2020-11-04T02:04:22Z,1,1,0,0
How long ago was this made,2020-11-04T01:38:08Z,0,0,0,1
I am a time traveler trump wins by a close call,2020-11-03T23:37:00Z,-1,0,1,0
Barron's face is all of us right now watching this.,2020-11-03T21:18:11Z,1,1,0,0
"Lets hope the same for tonight
TRUMP 2020",2020-11-03T19:46:55Z,-1,0,1,0
Who's here on Nov. 3 2020❤️,2020-11-03T19:22:20Z,-1,0,1,0
i just love baron trump (the little boy) so much,2020-11-03T17:49:50Z,1,1,0,0
Make America great again! (the sequel),2020-11-03T15:45:05Z,1,1,0,0
That music...that moment...that entire movement.  Praying for a repeat in 2020 for the sanctity of the country.,2020-11-03T15:01:18Z,1,1,0,0
Lookin forward to part 2 after today!!! *TRUMP TRAIN ALL THE WAY!!!*,2020-11-03T14:33:21Z,1,1,0,0
Today bois,2020-11-03T13:37:23Z,-1,0,1,0
That soundtrack gave me goosebumps ✌️❤️,2020-11-03T12:24:30Z,1,1,0,0
the music is Jerry Goldsmith Air Force One,2020-11-03T07:39:01Z,1,1,0,0
6:00 mazel tov!,2020-11-03T05:15:51Z,1,1,0,0
I still get goosebumps watching this in 2020,2020-11-03T04:05:09Z,-1,0,1,0
"I hate Trump and voted against him twice now, but I’m not gonna lie this is an amazing speech",2020-11-03T03:23:58Z,-1,0,1,0
5:58 lol was baron nodding out lol,2020-11-02T23:28:34Z,1,1,0,0
"Ironic that Pence says that the American people “elected” their president, while Hillary got more votes.",2020-11-02T23:04:58Z,1,1,0,0
Hillary couldn’t even come out and say she lost she went to sleep .. while this president has worked around the clock or the American people!,2020-11-02T21:13:35Z,-1,0,1,0
"fanta covid go home , w Trump !!!",2020-11-02T19:42:22Z,0,0,0,1
"Who is the guy at @17:53 guys, please?",2020-11-02T19:40:26Z,1,1,0,0
"Trump right now: ""Wanna see me do it again?""",2020-11-02T18:14:20Z,-1,0,1,0
"Love him or hate him, that was a hell of an entrance.",2020-11-02T08:53:21Z,-1,0,1,0
"MR BIDEN IS NOT 100% MENTALLY FIT TO BE PRESIDENT HE RECEIVED MONEY FROM HIS SON HUNTER WHO WAS DEALING WITH FOREIGN COUNTRIES....HUNTER'S LAPTOP IS THE PROOF AND IS IN THE HANDS OF THE FBI.....FOUR MORE YEARS OF GOOD ECONOMY AND PLENTY JOBS AS BEFORE THE WORLD PANDEMIC!!..NOBODY CAN TELL US HOW TO STAY HEALTHY, IT IS OUR RESPONSABILITY!! WHERE IS HUNTER BIDEN?!!",2020-11-02T01:59:51Z,1,1,0,0
Oh what an amazing night this was.,2020-11-02T01:04:52Z,1,1,0,0
"To the horror of half of America, Trump uncovered a rock – no, make that a mountain – revealing tens of millions of people who are racist, misogynistic, homophobic, xenophobic, chronically out-of-work, poorly-educated, drug-addicted, and gun-crazed; people who are adolescent, embittered, resentful, and violent; people who have been suckled on television and are suckers for conspiracy theories.  As this rabble marched to the polling places four years ago, 100 million Americans remained at home, either because they were happy as pigs in slop or in such ongoing despair that they saw no difference between Trump and “the woman.” And because of an utterly outdated phenomenon known as the Electoral College, a crooked, lying idiot-clown became president. Hopefully, we will soon begin the healing, listening to the experts, masking and socially distancing in huge, unquestioning, fully-understanding numbers. And we will be vigilant as Trump and his minions will continue to threaten the health and lives of all of us.",2020-11-01T23:40:22Z,1,1,0,0
Omg that all voted trump ugh soooooooo stupid 👎👎👎,2020-11-01T15:40:53Z,-1,0,1,0
Who’s ready for Round 2? #Trump2020,2020-10-31T20:49:28Z,1,1,0,0
Can't wait for his 2nd speach this november!,2020-10-31T16:17:23Z,1,1,0,0
"Forget Superman, Batman, Spiderman and others, they cant compare to this superhero Donald Trump.",2020-10-31T11:37:55Z,1,1,0,0
This may be the worst speech ever in the history of American .,2020-10-31T09:41:29Z,-1,0,1,0
Trump will win again,2020-10-31T03:13:49Z,1,1,0,0
Bikers for Trump 2020,2020-10-31T01:04:45Z,1,1,0,0
Notice how they say “USA! USA! USA!” while at Hillary’s events they say “Hill-ar-y”,2020-10-31T00:41:59Z,0,0,0,1
03:39 - This might possibly be the most brilliantly American thing I've even seen.,2020-10-30T23:25:07Z,1,1,0,0
USA USA USA 🇺🇸,2020-10-30T10:05:55Z,-1,0,1,0
i am looking away,2020-10-30T04:51:55Z,-1,0,1,0
Barron just wants to be at home playing halo on Xbox live ..,2020-10-30T04:35:18Z,-1,0,1,0
Let’s do this again boys! Trump 2020!!! 🇺🇸🇺🇸🇺🇸,2020-10-30T01:41:56Z,1,1,0,0
Liberty 24 is now Air Force One! Who feels like you'd just gotten pulled aboard the rescue craft?,2020-10-30T00:48:48Z,-1,0,1,0
